Category,Sentence
Grammar Core (Sentence Structures & Tenses),Ek het gister 'n boek gelees.
Grammar Core (Sentence Structures & Tenses),Ek lees tans 'n boek.
Grammar Core (Sentence Structures & Tenses),Ek sal môre 'n boek lees.
Grammar Core (Sentence Structures & Tenses),"As ek tyd het, sal ek 'n boek lees."
Grammar Core (Sentence Structures & Tenses),Die boek is deur my gelees.
Grammar Core (Sentence Structures & Tenses),Ek lees nie 'n boek nie.
Grammar Core (Sentence Structures & Tenses),Het jy al ooit hierdie boek gelees?
Grammar Core (Sentence Structures & Tenses),Ek sou die boek lees as ek tyd gehad het.
Grammar Core (Sentence Structures & Tenses),Hy het gesê dat hy die boek lees.
Grammar Core (Sentence Structures & Tenses),Ek wil graag hierdie boek lees.
Conversational Data (Real-Life Dialogues & Exchanges),Hallo! Hoe gaan dit met jou?
Conversational Data (Real-Life Dialogues & Exchanges),"Dit gaan goed, dankie. En met jou?"
Conversational Data (Real-Life Dialogues & Exchanges),Wat doen jy vanaand?
Conversational Data (Real-Life Dialogues & Exchanges),Ek gaan fliek toe. Wil jy saamkom?
Conversational Data (Real-Life Dialogues & Exchanges),Dit klink na 'n goeie idee!
Conversational Data (Real-Life Dialogues & Exchanges),Waar het jy hierdie hemp gekoop?
Conversational Data (Real-Life Dialogues & Exchanges),In die winkelsentrum. Dit was aan uitverkoping.
Conversational Data (Real-Life Dialogues & Exchanges),Ek is so moeg na vandag se werk.
Conversational Data (Real-Life Dialogues & Exchanges),"Ja, ek verstaan. Dit was 'n lang dag."
Conversational Data (Real-Life Dialogues & Exchanges),Tot later! Lekker aand verder!
Code-Switching & Multilingualism,Ek gaan nou 'n meeting attend.
Code-Switching & Multilingualism,Kan jy asseblief die document review?
Code-Switching & Multilingualism,Ons moet 'n call schedule vir môre.
Code-Switching & Multilingualism,Ek voel regtig exhausted na die dag.
Code-Switching & Multilingualism,Kom ons gaan chill by die mall.
Code-Switching & Multilingualism,Ek het 'n deadline vir die project.
Code-Switching & Multilingualism,Die event was baie successful.
Code-Switching & Multilingualism,Ek het 'n nuwe app discover.
Code-Switching & Multilingualism,Hy het my 'n like op Facebook gegee.
Code-Switching & Multilingualism,Dit was so 'n amazing ervaring!
"Formal & Professional Speech (Business, Legal, Medical, Technical)",Die vergadering sal om 10:00 vm. begin.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",Volgens die wet moet alle dokumente onderteken wees.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",Hierdie prosedure moet presies gevolg word.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",Die diagnose dui op 'n chroniese toestand.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",Ons moet die kontrak heronderhandel.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",Die pasiënt het 'n ligte reaksie op die medikasie gehad.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",U word vriendelik versoek om u betaling te maak.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",Die verslag toon 'n afname in verkope.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",Kan ek u help met enige ander vrae?
"Formal & Professional Speech (Business, Legal, Medical, Technical)",Die nuwe beleid tree volgende maand in werking.
"Idioms, Proverbs & Cultural Expressions",Moenie 'n kat in die sak koop nie.
"Idioms, Proverbs & Cultural Expressions",Die appel val nie ver van die boom af nie.
"Idioms, Proverbs & Cultural Expressions",Hy het gou sy rieme styf geloop.
"Idioms, Proverbs & Cultural Expressions",Ons moes maar die sop uit eet.
"Idioms, Proverbs & Cultural Expressions",Jy kan nie vir 'n ou hond nuwe truuks leer nie.
"Idioms, Proverbs & Cultural Expressions",Hy het dit met die paplepel ingegee gekry.
"Idioms, Proverbs & Cultural Expressions",Slaan die spyker op die kop.
"Idioms, Proverbs & Cultural Expressions",Nie alles wat blink is goud nie.
"Idioms, Proverbs & Cultural Expressions",Hy praat soos 'n boek.
"Idioms, Proverbs & Cultural Expressions",Twee vlieë met een klap vang.
Question-Answer Pairs (FAQ & Contextual Understanding),Waar woon jy? Ek woon in Kaapstad.
Question-Answer Pairs (FAQ & Contextual Understanding),Wat is jou gunsteling kleur? Blou!
Question-Answer Pairs (FAQ & Contextual Understanding),Hoe laat begin die vertoning? Dit begin om 19:00.
Question-Answer Pairs (FAQ & Contextual Understanding),"Kan ek jou help? Ja, asseblief."
Question-Answer Pairs (FAQ & Contextual Understanding),Wat is jou beroep? Ek is 'n onderwyser.
Question-Answer Pairs (FAQ & Contextual Understanding),"Het jy al geëet? Nee, nog nie."
Question-Answer Pairs (FAQ & Contextual Understanding),Waar is die naaste winkel? Net om die hoek.
Question-Answer Pairs (FAQ & Contextual Understanding),"Is hierdie jou hond? Ja, sy naam is Max."
Question-Answer Pairs (FAQ & Contextual Understanding),Wanneer gaan ons vertrek? Oor 'n uur.
Question-Answer Pairs (FAQ & Contextual Understanding),"Hoe voel jy vandag? Baie goed, dankie!"
Commands & Instructions (Imperative Sentences),Maak asseblief die deur toe.
Commands & Instructions (Imperative Sentences),Lees hierdie dokument sorgvuldig deur.
Commands & Instructions (Imperative Sentences),Moenie jou selfoon in die klas gebruik nie.
Commands & Instructions (Imperative Sentences),Kom hier en help my!
Commands & Instructions (Imperative Sentences),Sit asseblief jou handtekening hier.
Commands & Instructions (Imperative Sentences),"Wag 'n oomblik, asseblief."
Commands & Instructions (Imperative Sentences),Bel my sodra jy arriveer.
Commands & Instructions (Imperative Sentences),Maak seker jy voltooi jou huiswerk.
Commands & Instructions (Imperative Sentences),Kom ons gaan eet middagete!
Commands & Instructions (Imperative Sentences),Skakel die lig af voordat jy vertrek.
"Named Entity Recognition (NER) Data (People, Places, Dates, Organizations)",Nelson Mandela was Suid-Afrika se eerste swart president.
