Categories,Sentences
Grammar Core (Sentence Structures & Tenses),هُوَّه رَاح للسوق أمس.
Grammar Core (Sentence Structures & Tenses),إحنا نِقْدَر نِسافِر بُكْرا.
Grammar Core (Sentence Structures & Tenses),لو جان عِندي وقت، جان قَرَيْت الكتاب.
Grammar Core (Sentence Structures & Tenses),ما رَاح أروح للشغل اليوم.
Grammar Core (Sentence Structures & Tenses),الكورة اِنضَرَبِت مِن اللاعب.
Grammar Core (Sentence Structures & Tenses),أنا قَرَيْت الجريدة هالسبُوع.
Grammar Core (Sentence Structures & Tenses),راح أزور أهلي بَعد العِشا.
Grammar Core (Sentence Structures & Tenses),لو ما المطر، جان رحنا للحديقة.
Grammar Core (Sentence Structures & Tenses),هُمَّ كانوا يتعلّمون عربي.
Grammar Core (Sentence Structures & Tenses),المفاتيح اِنْلَكَت عَلى الطاولة.
Conversational Data (Real-Life Dialogues & Exchanges),شلونك اليوم؟
Conversational Data (Real-Life Dialogues & Exchanges),تمام، وانت؟
Conversational Data (Real-Life Dialogues & Exchanges),وين تريد نتلاقى؟
Conversational Data (Real-Life Dialogues & Exchanges),بالكافي، الساعة خمسة.
Conversational Data (Real-Life Dialogues & Exchanges),إسمع، شفت فيلم جديد؟
Conversational Data (Real-Life Dialogues & Exchanges),إي، جان كلش حلو.
Conversational Data (Real-Life Dialogues & Exchanges),تريد تشرب شاي لو قهوة؟
Conversational Data (Real-Life Dialogues & Exchanges),قهوة بلا سكر، لو سمحت.
Conversational Data (Real-Life Dialogues & Exchanges),أكو أخبار جديدة؟
Conversational Data (Real-Life Dialogues & Exchanges),ماكو شي مهم.
Code-Switching & Multilingualism,هسه، راح أروح للسوق وأسوي شغلي.
Code-Switching & Multilingualism,إنت وين كنت البارحة بالليل؟
Code-Switching & Multilingualism,راح أنزل الملف من الإنترنت.
Code-Switching & Multilingualism,هواي ناس يحچون أكثر من لغة بنفس الجملة.
Code-Switching & Multilingualism,رجاءً لا تنسى تجيب الكتاب.
Code-Switching & Multilingualism,إحنا اليوم عدنا اجتماع مهم.
Code-Switching & Multilingualism,هذا الموضوع كلش ممتع.
Code-Switching & Multilingualism,هوه يشتغل عن بُعد من البيت.
Code-Switching & Multilingualism,راح نسوي اجتماع الأسبوع الجاي.
Code-Switching & Multilingualism,خلصت المهمة مالتي.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",حضرتك مدعو لاجتماع مجلس الإدارة يوم الأحد.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",يرجى توقيع العقد قبل نهاية الأسبوع.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",العملية الجراحية استغرقت ثلاث ساعات.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",التقرير المالي يشير إلى زيادة الأرباح.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",تفضلوا بقبول فائق الاحترام والتقدير.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",الرجاء مراجعة القسم القانوني للمصادقة.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",نود إعلامكم بأن الطلب تم قبوله.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",سيتم تسليم المشروع في الموعد المحدد.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",يرجى ارتداء الزي الرسمي أثناء الاجتماع.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",الدواء يجب أن يؤخذ مرتين يوميًا.
"Idioms, Proverbs & Cultural Expressions",الي ما يعرف تدابيره، حنطته تاكله الشعيرة.
"Idioms, Proverbs & Cultural Expressions",الصبر مفتاح الفرج.
"Idioms, Proverbs & Cultural Expressions",اللي يسوي خير يلقى خير.
"Idioms, Proverbs & Cultural Expressions",تيتي تيتي، مثل ما رحتي جيتي.
"Idioms, Proverbs & Cultural Expressions",العين بصيرة واليد قصيرة.
"Idioms, Proverbs & Cultural Expressions",جَمل بِسوق الغزل.
"Idioms, Proverbs & Cultural Expressions",أبو المثل ما قاله عبث.
"Idioms, Proverbs & Cultural Expressions",الجار قبل الدار.
"Idioms, Proverbs & Cultural Expressions",الطمع ضر ما نفع.
"Idioms, Proverbs & Cultural Expressions",الوقت كالسيف إن لم تقطعه قطعك.
Question-Answer Pairs (FAQ & Contextual Understanding),وين تقع قلعة أربيل؟
Question-Answer Pairs (FAQ & Contextual Understanding),تقع في وسط مدينة أربيل.
Question-Answer Pairs (FAQ & Contextual Understanding),منو كان أول رئيس للعراق؟
Question-Answer Pairs (FAQ & Contextual Understanding),أول رئيس كان محمد نجيب الربيعي.
Question-Answer Pairs (FAQ & Contextual Understanding),شلون الجو اليوم؟
Question-Answer Pairs (FAQ & Contextual Understanding),الجو مشمس ودافي.
Question-Answer Pairs (FAQ & Contextual Understanding),كم سعر هالموبايل؟
Question-Answer Pairs (FAQ & Contextual Understanding),سعره خمسمية ألف دينار.
Question-Answer Pairs (FAQ & Contextual Understanding),شنو رأيك بالفيلم؟
Question-Answer Pairs (FAQ & Contextual Understanding),عجبني كلش.
Commands & Instructions (Imperative Sentences),افتح الباب.
Commands & Instructions (Imperative Sentences),اقعد هنا.
Commands & Instructions (Imperative Sentences),كل الأكل قبل ما يبرد.
Commands & Instructions (Imperative Sentences),شغل التلفزيون.
Commands & Instructions (Imperative Sentences),اطفي النور.
Commands & Instructions (Imperative Sentences),اتصل بأمك.
Commands & Instructions (Imperative Sentences),روح للسوق.
Commands & Instructions (Imperative Sentences),هات الكتاب.
Commands & Instructions (Imperative Sentences),سوي شاي.
Commands & Instructions (Imperative Sentences),لا تنسى المفاتيح.
"Named Entity Recognition (NER) Data (People, Places, Dates, Organizations)",علي رحيم زار بغداد سنة ٢٠٢٠.
"Named Entity Recognition (NER) Data (People, Places, Dates, Organizations)",شركة نفط البصرة أعلنت عن مشروع جديد.
"Named Entity Recognition (NER) Data (People, Places, Dates, Organizations)",جامعة بغداد تأسست سنة ١٩٥٧.
"Named Entity Recognition (NER) Data (People, Places, Dates, Organizations)",مدينة كربلاء تستقبل ملايين الزوار سنويًا.
"Named Entity Recognition (NER) Data (People, Places, Dates, Organizations)",مستشفى اليرموك افتتح قسمًا جديدًا.
"Named Entity Recognition (NER) Data (People, Places, Dates, Organizations)",شارع الرشيد يعتبر من أقدم شوارع بغداد.
"Named Entity Recognition (NER) Data (People, Places, Dates, Organizations)",منظمة الهلال الأحمر تقدم مساعدات طبية.
"Named Entity Recognition (NER) Data (People, Places, Dates, Organizations)",ملعب البصرة الدولي استضاف مباراة مهمة.
"Named Entity Recognition (NER) Data (People, Places, Dates, Organizations)",مطار بغداد الدولي يعمل بكامل طاقته.
"Named Entity Recognition (NER) Data (People, Places, Dates, Organizations)",نهر دجلة يمر من وسط بغداد.
Sentiment Analysis Data (Emotion & Opinion-based Sentences),أنا فرحان اليوم.
Sentiment Analysis Data (Emotion & Opinion-based Sentences),هوه زعلان مني.
Sentiment Analysis Data (Emotion & Opinion-based Sentences),الجو يخلي الواحد مرتاح.
Sentiment Analysis Data (Emotion & Opinion-based Sentences),أكره الانتظار الطويل.
Sentiment Analysis Data (Emotion & Opinion-based Sentences),أحب القهوة الصبح.
