Categories,Sentences
Grammar Core,Me a skriv ul lizher bemdez evit ma mignoned.
Grammar Core,Eskrivet e oa bet ar c'hazetennoù gant ar gazetennerez nevez.
Grammar Core,"Ma c'hellfen bezañ eno, e skoazellfen ac'hanoc'h gant plijadur."
Grammar Core,Ne zebr ket ar bugale legumaj hiziv.
Grammar Core,Warc'hoazh e vo echuet an oberenn gant ar skipailh.
Grammar Core,Bez' ez eus bet ur c'hendalc'h bras er skol d'ar sizhun tremenet.
Grammar Core,"Pa oa o vont d'ar gêr, e welas ur steredenn o kouezhañ."
Grammar Core,Goulennet e vo diganeoc'h respont buan.
Grammar Core,"Ma ne vijes ket deut, ne vefe ket kroget ar raktres."
Grammar Core,"E-pad ma lennan al levr, e komzan gant ma c'hoar."
Conversational Data,"Demat, petra 'rez hiziv e kreiz-kêr?"
Conversational Data,"Ya, deuet on evit prenañ bara hag amann evit ar familh."
Conversational Data,Ha c'hoant 'teus da vont d'ar sinema ganin noz-mañ?
Conversational Data,"N'on ket sur c'hoazh, rak kalz labour am eus da echuiñ."
Conversational Data,Petra soñjez eus ar film nevez-se?
Conversational Data,Me a gav din eo farsus-tre ha leun a startijenn.
Conversational Data,"Gortozit ur pennadig, emaon o klask ma zifon."
Conversational Data,Trugarez vras dit evit da skoazell abredoc'h.
Conversational Data,"Pelec'h emañ ar c'harr-boutin, mar plij?"
Conversational Data,"Ne vern, e kavimp un diskoulm asambles."
Code-Switching & Multilingualism,Setu ar meeting a vo dalc'het war Zoom disul da vintin.
Code-Switching & Multilingualism,Me 'm eus kaset un email d'ar manager evit kadarnaat an darvoud.
Code-Switching & Multilingualism,Emañ ar team o labourat war un update pouezus.
Code-Switching & Multilingualism,Ret eo downloadiñ an dielloù a-raok ar deadline.
Code-Switching & Multilingualism,Gellout a rez shareañ an link ganin?
Code-Switching & Multilingualism,Ar project-se a zo urgent ha strategel evit an embregerezh.
Code-Switching & Multilingualism,Bez' ez eus un feedback talvoudus gant ar client.
Code-Switching & Multilingualism,Ni a raio un briefing berr a-raok ar presentation.
Code-Switching & Multilingualism,An data zo bet analizet gant un software nevez.
Code-Switching & Multilingualism,Emañ an start-up o klask investors etrebroadel.
Formal & Professional Speech,"Hervez al lezenn nevez, ret eo d'an embregerezhioù bezañ treuzwelus."
Formal & Professional Speech,Goulenn a reomp diganeoc'h kas an teulioù ofisiel a-benn fin ar miz.
Formal & Professional Speech,An diagnozenn a zo bet kadarnaet gant ar mezeg arbennik.
Formal & Professional Speech,Ar c'hontrad-mañ a dalv evit tri bloaz hepken.
Formal & Professional Speech,"En desped d'ar riskloù, e talc'homp d'ober war-dro surentez ar servij."
Formal & Professional Speech,"Evit bezañ a-du gant ar reolennoù, eo ret bezañ akreditet."
Formal & Professional Speech,Ar studier a ginnig un displegadenn skiantel resis.
Formal & Professional Speech,"Da-heul an enklask, e voe kemeret disoc'hoù pouezus."
Formal & Professional Speech,Emañ ar c'hommission o studiañ an teul en e bezh.
Formal & Professional Speech,"Mar plij, sinit amañ evit kadarnaat ho asant."
