Categories,Sentences
Grammar Core (Sentence Structures & Tenses),war iyõm ib an
Grammar Core (Sentence Structures & Tenses),cawap wɨy
Grammar Core (Sentence Structures & Tenses),maʔwɨr ameko roy
Grammar Core (Sentence Structures & Tenses),ar inãw rati
Grammar Core (Sentence Structures & Tenses),maʔteg iʔke
Grammar Core (Sentence Structures & Tenses),aʔwero toba okay
Grammar Core (Sentence Structures & Tenses),tenaʔwara reʔkay
Grammar Core (Sentence Structures & Tenses),taykit aʔi bekɨga
Grammar Core (Sentence Structures & Tenses),tap toroyapít
Grammar Core (Sentence Structures & Tenses),oyaʔwan iʔke ya amãn yat
Conversational Data (Real-Life Dialogues & Exchanges),epɑ̃n mãm ahyə
Conversational Data (Real-Life Dialogues & Exchanges),nãn ahyə
Conversational Data (Real-Life Dialogues & Exchanges),nãn ahyə mẽr ã
Conversational Data (Real-Life Dialogues & Exchanges),eken ahyə co báttem
Conversational Data (Real-Life Dialogues & Exchanges),ẽn ekera kanã yaʔti nãn ahyə
Conversational Data (Real-Life Dialogues & Exchanges),kaʔto karorocapét ahyə
Conversational Data (Real-Life Dialogues & Exchanges),nãn bihmãm ekerap
Conversational Data (Real-Life Dialogues & Exchanges),nãn ẽn itop
Conversational Data (Real-Life Dialogues & Exchanges),nãn iket
Conversational Data (Real-Life Dialogues & Exchanges),nãn mãygãra wīn
Code-Switching & Multilingualism,Antônio yãn kaʔa ʔa naʔot peʔ
Code-Switching & Multilingualism,matet iʔke rokõna Petɨp ʔep towetõa
Code-Switching & Multilingualism,tuy Babesáya ŋa ʔet yate taʔwara
Code-Switching & Multilingualism,məy maʔpəy ŋa ʔet at chapéu káʔ tiga ɨgana peʔ
Code-Switching & Multilingualism,boi ʔet towaʔpara towewĩa
Code-Switching & Multilingualism,õn opit məy mãm co kán
Code-Switching & Multilingualism,péŋ aʔwĩn aket
Code-Switching & Multilingualism,məy péŋ ʔet kohmãy ʔerem tokəga
Code-Switching & Multilingualism,kanãy pèŋ ʔep toat mok peroʔ cára icɨ peʔ
Code-Switching & Multilingualism,péŋ ʔet topə toat macaʔɨt wĩa
"Formal & Professional Speech (Business, Legal, Medical, Technical)",agóaʔpət amagahmõm nãn
"Formal & Professional Speech (Business, Legal, Medical, Technical)",aʔwák toba agóaʔpət ʔet
"Formal & Professional Speech (Business, Legal, Medical, Technical)",õn ĩriŋ macéri gán
"Formal & Professional Speech (Business, Legal, Medical, Technical)",aʔwɑ̃ŋ naʔto wīn
"Formal & Professional Speech (Business, Legal, Medical, Technical)",pew bət
"Formal & Professional Speech (Business, Legal, Medical, Technical)",maʔpəy icɨ an iʔke rẽna
"Formal & Professional Speech (Business, Legal, Medical, Technical)",maʔpəy icɨ arap
"Formal & Professional Speech (Business, Legal, Medical, Technical)",maʔpəy icɨ arap téy mãm
"Formal & Professional Speech (Business, Legal, Medical, Technical)",maʔpəy icɨ cɨn mãm
"Formal & Professional Speech (Business, Legal, Medical, Technical)",onaká yakóy wenwen kanãp cúrem
"Idioms, Proverbs & Cultural Expressions",mɨy mãm péŋ ʔep toʔwa
"Idioms, Proverbs & Cultural Expressions",məy maʔpəy ŋa waʔye
"Idioms, Proverbs & Cultural Expressions",iʔnõ gəy rə
"Idioms, Proverbs & Cultural Expressions",toto ibetõ mɨy mãm ŋán
"Idioms, Proverbs & Cultural Expressions",pagon nóptem nakõm nap tə
"Idioms, Proverbs & Cultural Expressions",kanãy aʔpap ʔet towecɨra
"Idioms, Proverbs & Cultural Expressions",matet kokoãm ocagəptoʔ ʔet toyawɨga
"Idioms, Proverbs & Cultural Expressions",cúrem at towirup ʔop
"Idioms, Proverbs & Cultural Expressions",iyõm ŋõm
"Idioms, Proverbs & Cultural Expressions",tap torocapét
Question-Answer Pairs (FAQ & Contextual Understanding),kɨgomət ip pay
Question-Answer Pairs (FAQ & Contextual Understanding),kɨgomət ĩya ẽn iwĩ
Question-Answer Pairs (FAQ & Contextual Understanding),kɨgomət ĩyá naká mã at yate wĩm
Question-Answer Pairs (FAQ & Contextual Understanding),nãn mihmãm ekab eyaʔwara
Question-Answer Pairs (FAQ & Contextual Understanding),móa rokõna ẽn ibeʔtɨn ahyə
Question-Answer Pairs (FAQ & Contextual Understanding),taykit yaw be bewĩa
Question-Answer Pairs (FAQ & Contextual Understanding),púŋ ahyə ekay eʔa
Question-Answer Pairs (FAQ & Contextual Understanding),nãn ikap púŋpúŋ toʔwa
Question-Answer Pairs (FAQ & Contextual Understanding),nãn mĩn ʔen
Question-Answer Pairs (FAQ & Contextual Understanding),nãn mẽn
Commands & Instructions (Imperative Sentences),karam natia
Commands & Instructions (Imperative Sentences),cób mawɨya
Commands & Instructions (Imperative Sentences),cãn nakəga
Commands & Instructions (Imperative Sentences),ʔiriŋ nakəga
Commands & Instructions (Imperative Sentences),naʔwəy beʔŋət
Commands & Instructions (Imperative Sentences),inãw beʔnogat
Commands & Instructions (Imperative Sentences),kãram meʔnẽy
Commands & Instructions (Imperative Sentences),cãn meʔŋen
Commands & Instructions (Imperative Sentences),tĩŋ meʔŋət
Commands & Instructions (Imperative Sentences),muturum yahmãm
Named Entity Recognition (NER) Data,Noep at tágɨp
Named Entity Recognition (NER) Data,Kokõ rap
Named Entity Recognition (NER) Data,Petɨp petõn iʔke matet
Named Entity Recognition (NER) Data,Júnior ŋa pa gotoy ahyə
Named Entity Recognition (NER) Data,at ip ʔɨy Naʔkɨt pihmãm
Named Entity Recognition (NER) Data,matet péŋ at kaʔa ʔa peʔ
Named Entity Recognition (NER) Data,õn mãygãra wĩn təgana peʔ
Named Entity Recognition (NER) Data,át mãm oyaʔwarap
Named Entity Recognition (NER) Data,mẽt wep púŋ wa
Named Entity Recognition (NER) Data,mẽt ap púŋ toʔwa
Sentiment Analysis Data (Emotion & Opinion-based Sentences),õn yaracewag yaʔti nãn
Sentiment Analysis Data (Emotion & Opinion-based Sentences),õn wat tap yaʔti nãn cúrem
Sentiment Analysis Data (Emotion & Opinion-based Sentences),õn wat mok pe cára kanã yaʔti nãn iʔke
Sentiment Analysis Data (Emotion & Opinion-based Sentences),owakán aʔkəy
Sentiment Analysis Data (Emotion & Opinion-based Sentences),war owã ŋa bakán okəy
Sentiment Analysis Data (Emotion & Opinion-based Sentences),caropaptem gaʔto garokõna
Sentiment Analysis Data (Emotion & Opinion-based Sentences),maʔpəy pát ŋanãn
Sentiment Analysis Data (Emotion & Opinion-based Sentences),óra becép
Sentiment Analysis Data (Emotion & Opinion-based Sentences),owicorop ken
Sentiment Analysis Data (Emotion & Opinion-based Sentences),kahyep wet aʔkəy
Paraphrased & Augmented Sentences,maʔwɨt ip ʔɨy matet cagárokõmnem
Paraphrased & Augmented Sentences,maʔwɨt ip ʔɨy cagárokõmnem matet
Paraphrased & Augmented Sentences,õn amaken
Paraphrased & Augmented Sentences,õn aʔtoy
Paraphrased & Augmented Sentences,at otoy
Paraphrased & Augmented Sentences,mõm at okəy
Paraphrased & Augmented Sentences,õn aʔyamon
Paraphrased & Augmented Sentences,õn aʔyamón
Paraphrased & Augmented Sentences,kaʔmep wet aʔkəy
Paraphrased & Augmented Sentences,õn aʔtigat
