Category,Sentence
Grammar Core (Sentence Structures & Tenses),Mi bin go a town yesideh.
Grammar Core (Sentence Structures & Tenses),Yo deh go shop later?
Grammar Core (Sentence Structures & Tenses),Mi wudda buy di book if mi had money.
Grammar Core (Sentence Structures & Tenses),She done eat she food aready.
Grammar Core (Sentence Structures & Tenses),Dem does always play cricket pan Sunday.
Grammar Core (Sentence Structures & Tenses),De letter bin write by John.
Grammar Core (Sentence Structures & Tenses),Mi neva see dat before.
Grammar Core (Sentence Structures & Tenses),Mi gwine tell yo wah happen.
Grammar Core (Sentence Structures & Tenses),"Ef mi did know, mi wudda tell yo."
Grammar Core (Sentence Structures & Tenses),Dem nah go school tiday.
Conversational Data (Real-Life Dialogues & Exchanges),"Ey, wah yo deh do?"
Conversational Data (Real-Life Dialogues & Exchanges),"Mi just come from work, tired bad."
Conversational Data (Real-Life Dialogues & Exchanges),Yo see di new movie?
Conversational Data (Real-Life Dialogues & Exchanges),"Mi hungry, leh we go eat someting."
Conversational Data (Real-Life Dialogues & Exchanges),A who dat pan di phone?
Conversational Data (Real-Life Dialogues & Exchanges),Leh mi tell yo wah happen yesterday.
Conversational Data (Real-Life Dialogues & Exchanges),Mi na sure ef mi cud mek it later.
Conversational Data (Real-Life Dialogues & Exchanges),Yo modda deh home?
Conversational Data (Real-Life Dialogues & Exchanges),"Gyal, mi haffi tell yo dis!"
Conversational Data (Real-Life Dialogues & Exchanges),Mi love how di party nice last night.
Code-Switching & Multilingualism,"Mi done talk, mi going home now."
Code-Switching & Multilingualism,Him sey 'Mi cya believe' when him hear di news.
Code-Switching & Multilingualism,Mi hear say di concert sell out.
Code-Switching & Multilingualism,Mi na understand why dis so complicated.
Code-Switching & Multilingualism,Di teacher tell wi fe 'Come early tomorrow.'
Code-Switching & Multilingualism,Mi frien gi mi a link pan WhatsApp.
Code-Switching & Multilingualism,Wey di remote deh? Mi wah watch Netflix.
Code-Switching & Multilingualism,Mi need fe check mi email before mi lef.
Code-Switching & Multilingualism,Mi jus order food pan di app.
Code-Switching & Multilingualism,Mi hear say dem upgrade di software again.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",Mi wudda like fe reschedule di meeting fe next week.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",Dis contract need fe sign before Friday.
